Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Date	Party	Year	URL	Matchbegin corpus position	Matchend corpus position
38	c_602909	I mentioned earlier , Iraq is also allowed to import spare parts , equipment and materials for use in the	water and sanitation	, education , agricultural and demining sectors . Subsequent resolutions also expanded the humanitarian programme to allow a certain amount	I_PRP mentioned_VBD earlier_RBR ,_, Iraq_NNP is_VBZ also_RB allowed_VBN to_TO import_VB spare_NN parts_NNS ,_, equipment_NN and_CC materials_NNS for_IN use_NN in_IN the_DT	water_NN and_CC sanitation_NN	,_, education_NN ,_, agricultural_JJ and_CC demining_VBG sectors_NNS ._. Subsequent_JJ resolutions_NNS also_RB expanded_VBD the_DT humanitarian_JJ programme_NN to_TO allow_VB a_DT certain_JJ amount_NN	1999-06-29	lab	1999	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=37	125839717	125839719
39	c_602909	and via the EU - making us one of the largest donors . Our current programme focuses on projects in	water and sanitation	, hospital rehabilitation , village rehabilitation , assistance to vulnerable groups and demining . However , we also believe that	and_CC via_IN the_DT EU_NNP -_, making_VBG us_PRP one_CD of_IN the_DT largest_JJS donors_NNS ._. Our_PRP$ current_JJ programme_NN focuses_VBZ on_IN projects_NNS in_IN	water_NN and_CC sanitation_NN	,_, hospital_NN rehabilitation_NN ,_, village_NN rehabilitation_NN ,_, assistance_NN to_IN vulnerable_JJ groups_NNS and_CC demining_NN ._. However_RB ,_, we_PRP also_RB believe_VBP that_IN	1999-06-29	lab	1999	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=38	125840335	125840337
40	c_606297	We are seeking to ensure that they recognise the fundamental right of the poor to affordable , safe and reliable	water and sanitation	services . What a welcome change in tune . Only two years ago , the Secretary of State said to	We_PRP are_VBP seeking_VBG to_TO ensure_VB that_IN they_PRP recognise_VBP the_DT fundamental_JJ right_NN of_IN the_DT poor_NN to_IN affordable_JJ ,_, safe_JJ and_CC reliable_JJ	water_NN and_CC sanitation_NN	services_NNS ._. What_WDT a_DT welcome_JJ change_NN in_IN tune_NN ._. Only_RB two_CD years_NNS ago_RB ,_, the_DT Secretary_NNP of_IN State_NNP said_VBD to_IN	1999-07-14	lab	1999	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=39	126640473	126640475
41	c_631806	the world in debt cancellation . The money released must be used for poverty eradication , education , health ,	water and sanitation	. This has been a good debate . I hope that hon . Members will agree that the Government are	the_DT world_NN in_IN debt_NN cancellation_NN ._. The_DT money_NN released_VBN must_MD be_VB used_VBN for_IN poverty_NN eradication_NN ,_, education_NN ,_, health_NN ,_,	water_NN and_CC sanitation_NN	._. This_DT has_VBZ been_VBN a_DT good_JJ debate_NN ._. I_PRP hope_VBP that_DT hon_NN ._. Members_NNS will_MD agree_VB that_IN the_DT Government_NNP are_VBP	2000-02-02	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=40	132076727	132076729
42	c_650965	. Eradicating the worst forms of poverty in the world and providing basic health care , nutrition , education ,	water and sanitation	would cost $ 80 billion a year . A further $ 125 billion a year could be used to address	._. Eradicating_VBG the_DT worst_JJS forms_NNS of_IN poverty_NN in_IN the_DT world_NN and_CC providing_VBG basic_JJ health_NN care_NN ,_, nutrition_NN ,_, education_NN ,_,	water_NN and_CC sanitation_NN	would_MD cost_VB $_$ 80_CD billion_CD a_DT year_NN ._. A_DT further_JJ $_$ 125_CD billion_CD a_DT year_NN could_MD be_VB used_VBN to_TO address_VB	2000-04-18	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=41	136481164	136481166
43	c_659059	taking place in Zimbabwe , but to withdraw from preventing the spread of HIV and AIDS and the provision of	water and sanitation	to very poor people would not hurt President Mugabe . If he will list his official engagements for Wednesday 7	taking_VBG place_NN in_IN Zimbabwe_NNP ,_, but_CC to_TO withdraw_VB from_IN preventing_VBG the_DT spread_NN of_IN HIV_NN and_CC AIDS_NN and_CC the_DT provision_NN of_IN	water_NN and_CC sanitation_NN	to_IN very_RB poor_JJ people_NNS would_MD not_RB hurt_VB President_NNP Mugabe_NNP ._. If_IN he_PRP will_MD list_VB his_PRP$ official_JJ engagements_NNS for_IN Wednesday_NNP 7_CD	2000-06-07	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=42	138439811	138439813
44	c_659385	could be as many as 150,000 people . It is one of the most serious situations in the world .	Water and sanitation	appear to be the major problems . Government authorities and NGOs are trying to address those problems , but access	could_MD be_VB as_RB many_JJ as_IN 150,000_CD people_NNS ._. It_PRP is_VBZ one_CD of_IN the_DT most_RBS serious_JJ situations_NNS in_IN the_DT world_NN ._.	Water_NN and_CC sanitation_NN	appear_VBP to_TO be_VB the_DT major_JJ problems_NNS ._. Government_NN authorities_NNS and_CC NGOs_NNS are_VBP trying_VBG to_TO address_VB those_DT problems_NNS ,_, but_CC access_NN	2000-06-07	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=43	138520447	138520449
45	c_673785	of United Kingdom engineers who , at a moment notice , will drop everything and work on projects to provide	water and sanitation	and to build dams . They proudly serve our country , and we should be enormously proud of them .	of_IN United_NNP Kingdom_NNP engineers_NNS who_WP ,_, at_IN a_DT moment_NN notice_NN ,_, will_MD drop_VB everything_NN and_CC work_VB on_IN projects_NNS to_TO provide_VB	water_NN and_CC sanitation_NN	and_CC to_TO build_VB dams_NNS ._. They_PRP proudly_RB serve_VBP our_PRP$ country_NN ,_, and_CC we_PRP should_MD be_VB enormously_RB proud_JJ of_IN them_PRP ._.	2000-10-25	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=44	141859423	141859425
46	c_676521	this year alone , paying for a wide range of civilian imports from food and medicine to equipment to improve	water and sanitation	facilities , to spare parts for the oil industry . Will my hon . Friend confirm that the solution to	this_DT year_NN alone_RB ,_, paying_VBG for_IN a_DT wide_JJ range_NN of_IN civilian_JJ imports_NNS from_IN food_NN and_CC medicine_NN to_IN equipment_NN to_TO improve_VB	water_NN and_CC sanitation_NN	facilities_NNS ,_, to_TO spare_VB parts_NNS for_IN the_DT oil_NN industry_NN ._. Will_MD my_PRP$ hon_NN ._. Friend_NN confirm_VB that_IN the_DT solution_NN to_IN	2000-11-07	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=45	142494285	142494287
47	c_680587	. This work includes helping the Palestinian Authority to deliver better basic health services and to improve access to essential	water and sanitation	services . Closure of the west bank and Gaza has , however , led to continuing economic decline . I	._. This_DT work_NN includes_VBZ helping_VBG the_DT Palestinian_NNP Authority_NNP to_TO deliver_VB better_JJR basic_JJ health_NN services_NNS and_CC to_TO improve_VB access_NN to_IN essential_JJ	water_NN and_CC sanitation_NN	services_NNS ._. Closure_NN of_IN the_DT west_NN bank_NN and_CC Gaza_NNP has_VBZ ,_, however_RB ,_, led_VBN to_IN continuing_VBG economic_JJ decline_NN ._. I_PRP	2000-11-22	lab	2000	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=46	143415296	143415298
48	c_689652	which includes a British member , Mr. Joe Bishop ; and we have given a commitment to fund Oxfam emergency	water and sanitation	programme and the Pan American Health Organisation programme of emergency medical assistance . Since Hurricane Mitch hit the region in	which_WDT includes_VBZ a_DT British_JJ member_NN ,_, Mr._NNP Joe_NNP Bishop_NNP ;_: and_CC we_PRP have_VBP given_VBN a_DT commitment_NN to_TO fund_VB Oxfam_NNP emergency_NN	water_NN and_CC sanitation_NN	programme_NN and_CC the_DT Pan_NNP American_NNP Health_NNP Organisation_NNP programme_NN of_IN emergency_NN medical_JJ assistance_NN ._. Since_IN Hurricane_NNP Mitch_NNP hit_VBD the_DT region_NN in_IN	2001-01-15	lab	2001	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=47	145523077	145523079
49	c_696045	for us to comment on its developmental needs , and we have no current plans to develop activities in the	water and sanitation	sectors . Our basic strategy is to focus scarce resources where we can have the greatest impact . That generally	for_IN us_PRP to_TO comment_VB on_IN its_PRP$ developmental_JJ needs_NNS ,_, and_CC we_PRP have_VBP no_DT current_JJ plans_NNS to_TO develop_VB activities_NNS in_IN the_DT	water_NN and_CC sanitation_NN	sectors_NNS ._. Our_PRP$ basic_JJ strategy_NN is_VBZ to_TO focus_VB scarce_JJ resources_NNS where_WRB we_PRP can_MD have_VB the_DT greatest_JJS impact_NN ._. That_DT generally_RB	2001-02-07	lab	2001	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=48	147006628	147006630
50	c_714188	best chance of making globalisation work for the poor in their countries . Those investing in basic infrastructure such as	water and sanitation	, electricity , transport and telecommunications have a key role in giving poor communities access to global markets . One	best_JJS chance_NN of_IN making_VBG globalisation_NN work_NN for_IN the_DT poor_JJ in_IN their_PRP$ countries_NNS ._. Those_DT investing_VBG in_IN basic_JJ infrastructure_NN such_JJ as_IN	water_NN and_CC sanitation_NN	,_, electricity_NN ,_, transport_NN and_CC telecommunications_NNS have_VBP a_DT key_JJ role_NN in_IN giving_VBG poor_JJ communities_NNS access_NN to_IN global_JJ markets_NNS ._. One_CD	2001-05-03	lab	2001	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=49	151259761	151259763
51	c_714188	a real difference to the health of the poor . At the most basic level , people must have clean	water and sanitation	. Every year , diarrhoea ends hundreds of thousands of lives although it could be treated with simple rehydration .	a_DT real_JJ difference_NN to_IN the_DT health_NN of_IN the_DT poor_NN ._. At_IN the_DT most_RBS basic_JJ level_NN ,_, people_NNS must_MD have_VB clean_JJ	water_NN and_CC sanitation_NN	._. Every_DT year_NN ,_, diarrhoea_NN ends_VBZ hundreds_NNS of_IN thousands_NNS of_IN lives_NNS although_IN it_PRP could_MD be_VB treated_VBN with_IN simple_JJ rehydration_NN ._.	2001-05-03	lab	2001	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=50	151260320	151260322
52	c_728935	with shortened lives , poor nourishment , lack of education and health care , and lack of access to clean	water and sanitation	. Some 10 million children die each year from malnourishment and preventable illness . Some 500,000 women die during childbirth	with_IN shortened_VBN lives_NNS ,_, poor_JJ nourishment_NN ,_, lack_NN of_IN education_NN and_CC health_NN care_NN ,_, and_CC lack_NN of_IN access_NN to_IN clean_JJ	water_NN and_CC sanitation_NN	._. Some_DT 10_CD million_CD children_NNS die_VBP each_DT year_NN from_IN malnourishment_NN and_CC preventable_JJ illness_NN ._. Some_DT 500,000_CD women_NNS die_VBP during_IN childbirth_NN	2001-11-07	lab	2001	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=51	155162663	155162665
53	c_740484	seek refuge in Rwanda . Irrespective of where people choose to locate themselves , there is an urgent need for	water and sanitation	, health care , shelter and food . Cholera is a particularly serious threat . The response of the international	seek_VB refuge_NN in_IN Rwanda_NNP ._. Irrespective_JJ of_IN where_WRB people_NNS choose_VBP to_TO locate_VB themselves_PRP ,_, there_EX is_VBZ an_DT urgent_JJ need_NN for_IN	water_NN and_CC sanitation_NN	,_, health_NN care_NN ,_, shelter_NN and_CC food_NN ._. Cholera_NNP is_VBZ a_DT particularly_RB serious_JJ threat_NN ._. The_DT response_NN of_IN the_DT international_JJ	2002-01-02	lab	2002	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=52	157795670	157795672
54	c_740484	respond to the UN appeal . Oxfam has been asked by the UN to take on the role of providing	water and sanitation	, and a flight with equipment and supplies left RAF Manston on Saturday evening . This was paid for by	respond_VB to_IN the_DT UN_NNP appeal_NN ._. Oxfam_NNP has_VBZ been_VBN asked_VBN by_IN the_DT UN_NNP to_TO take_VB on_IN the_DT role_NN of_IN providing_VBG	water_NN and_CC sanitation_NN	,_, and_CC a_DT flight_NN with_IN equipment_NN and_CC supplies_NNS left_VBD RAF_NNP Manston_NNP on_IN Saturday_NNP evening_NN ._. This_DT was_VBD paid_VBN for_IN by_IN	2002-01-02	lab	2002	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=53	157795886	157795888
55	c_740500	Nations appeal . As the hon . Gentleman will know from the statement , Oxfam has a specific responsibility for	water and sanitation	. Relief supplies went out on the plane on Saturday night . Merlin plans to establish several clinics , and	Nations_NNPS appeal_NN ._. As_IN the_DT hon_NN ._. Gentleman_NN will_MD know_VB from_IN the_DT statement_NN ,_, Oxfam_NNP has_VBZ a_DT specific_JJ responsibility_NN for_IN	water_NN and_CC sanitation_NN	._. Relief_NN supplies_NNS went_VBD out_RP on_IN the_DT plane_NN on_IN Saturday_NNP night_NN ._. Merlin_NNP plans_VBZ to_TO establish_VB several_JJ clinics_NNS ,_, and_CC	2002-01-02	lab	2002	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=54	157800027	157800029
56	c_743716	seek refuge in Rwanda . Irrespective of where people choose to locate themselves , there is an urgent need for	water and sanitation	, health care , shelter and food . Cholera is a particularly serious threat . The response of the international	seek_VB refuge_NN in_IN Rwanda_NNP ._. Irrespective_JJ of_IN where_WRB people_NNS choose_VBP to_TO locate_VB themselves_PRP ,_, there_EX is_VBZ an_DT urgent_JJ need_NN for_IN	water_NN and_CC sanitation_NN	,_, health_NN care_NN ,_, shelter_NN and_CC food_NN ._. Cholera_NNP is_VBZ a_DT particularly_RB serious_JJ threat_NN ._. The_DT response_NN of_IN the_DT international_JJ	2002-01-21	lab	2002	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=55	158663945	158663947
57	c_743716	respond to the UN appeal . Oxfam has been asked by the UN to take on the role of providing	water and sanitation	, and a flight with equipment and supplies left RAF Manston on Saturday evening . This was paid for by	respond_VB to_IN the_DT UN_NNP appeal_NN ._. Oxfam_NNP has_VBZ been_VBN asked_VBN by_IN the_DT UN_NNP to_TO take_VB on_IN the_DT role_NN of_IN providing_VBG	water_NN and_CC sanitation_NN	,_, and_CC a_DT flight_NN with_IN equipment_NN and_CC supplies_NNS left_VBD RAF_NNP Manston_NNP on_IN Saturday_NNP evening_NN ._. This_DT was_VBD paid_VBN for_IN by_IN	2002-01-21	lab	2002	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=56	158664161	158664163
58	c_743732	Nations appeal . As the hon . Gentleman will know from the statement , Oxfam has a specific responsibility for	water and sanitation	. Relief supplies went out on the plane on Saturday night . Merlin plans to establish several clinics , and	Nations_NNPS appeal_NN ._. As_IN the_DT hon_NN ._. Gentleman_NN will_MD know_VB from_IN the_DT statement_NN ,_, Oxfam_NNP has_VBZ a_DT specific_JJ responsibility_NN for_IN	water_NN and_CC sanitation_NN	._. Relief_NN supplies_NNS went_VBD out_RP on_IN the_DT plane_NN on_IN Saturday_NNP night_NN ._. Merlin_NNP plans_VBZ to_TO establish_VB several_JJ clinics_NNS ,_, and_CC	2002-01-21	lab	2002	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=57	158668301	158668303
